top_category_id,bottom_category_id,primary_color_id,secondary_color_id,product_id
0,62,1,17,856428960
0,62,10,10,1290063770
0,62,12,1,885134020
0,62,1,1,1484300300
5,2189,1,17,217384710
0,61,19,19,1497635460
8,62,17,17,1602094070
0,62,10,10,1521330920
0,62,10,10,890875520
0,62,10,10,966008130
0,62,17,17,457969190
8,6358,1,17,1407891400
8,908,14,17,1020663520
8,908,1,17,1465212720
8,908,1,1,798161140
8,1918,1,17,1568327200
8,1918,4,17,1387566600
8,908,1,17,1127939340
8,908,1,17,553813380
8,908,1,1,951294840
8,908,1,17,1387793520
8,2324,1,17,1627994930
8,2324,4,4,645106410
8,2324,17,17,1228329410
8,2324,1,16,838190560
8,2324,17,1,1030752600
8,2324,1,16,838189510
8,2324,4,1,978839910
8,2324,1,17,640852950
8,2324,1,17,1335364860
8,2324,2,1,789089690
11,1363,1,17,1340265380
11,1354,2,17,1399923630
11,1363,1,17,961365140
11,1363,2,17,1604048590
11,1358,4,4,769099270
11,1363,1,1,222823340
11,1363,1,17,648305510
11,1354,1,17,212254460
5,531,1,1,1537195760
5,533,18,17,1274729340
5,534,14,17,1630260840
5,525,19,13,1619444980
5,11258,14,17,1110946540
5,1830,12,12,1603226080
5,1830,1,1,1310971940
5,531,11,17,1583769930
5,531,1,1,863803190
5,531,0,17,1613095450
5,1830,1,1,1607321480
5,11124,17,17,1561681140
5,46,19,13,700352450
2,149,14,17,1488531530
5,202,2,17,621735360
2,149,14,17,240689650
2,149,16,16,589709990
2,159,17,1,1057173720
2,149,12,12,386394610
2,149,4,4,1427063320
2,149,1,17,651408480
2,149,1,17,1610788420
2,149,16,17,1493371560
2,149,2,17,1623984520
5,203,17,17,534761010
2,149,1,17,527074900
5,11502,14,17,1071857320
3,205,17,17,1602666170
3,205,2,17,1531013550
3,205,1,17,624525320
5,135,5,5,1334919870
3,205,1,17,624526110
3,205,12,17,1303369810
8,206,4,4,1280641920
10,12106,1,17,1531502420
7,12106,4,1,940209050
10,12483,4,17,1614417780
7,12106,12,12,870615500
7,12106,17,17,1549997310
10,12106,17,17,1537946210
7,12106,17,1,1491691740
11,1427,2,17,1133705440
11,1427,4,17,1219074200
11,1427,1,17,1238510610
11,1427,2,1,1574821210
8,1932,1,1,932497470
8,2665,17,17,1329784020
8,894,19,13,921309630
8,1063,1,17,689108950
8,951,4,1,990108090
8,1063,14,17,566810070
8,1159,1,17,1266907840
6,6234,12,12,504072150
6,6389,2,17,1500487960
9,1223,14,17,991170760
6,6394,2,1,491518360
6,6394,2,0,1512963070
6,6389,1,17,529155730
6,6386,2,17,1413423780
6,6387,4,4,1654202380
5,517,17,17,202194900
5,517,10,1,1440303530
5,517,17,17,847498410
5,517,9,17,1237905860
5,517,10,17,1619407330
5,517,4,17,504379790
5,523,1,17,1635615700
5,517,2,17,1603912380
5,517,10,19,1271307930
5,517,10,17,1590503040
2,2059,1,17,1560785620
2,2059,4,17,1179858610
2,2059,0,0,1430399330
2,151,1,1,1564858950
2,2059,12,12,742060460
2,2059,0,0,1373410790
2,2059,4,4,668598850
2,2059,2,9,703347610
2,2059,12,12,857453920
2,197,5,5,770773630
14,1782,9,9,817362360
8,1668,1,1,1426461280
6,196,5,5,473141310
6,196,5,5,986451290
6,196,5,5,159526420
11,196,5,5,1290280350
8,1205,5,5,1491129810
8,196,5,5,946908200
8,196,5,5,939223040
0,2851,9,9,731014300
2,196,5,5,1616123730
8,2216,5,5,1549490600
8,10842,5,5,272091140
14,196,9,9,1350600320
6,196,5,5,562540980
2,197,1,17,1051298990
8,196,5,5,1171196730
6,9129,4,17,984164020
6,9129,4,17,1252069900
6,9129,5,17,602569400
6,9129,4,17,1025282330
8,1913,9,1,1639028680
5,50,1,13,1572302970
6,6971,1,17,1091424450
6,6971,1,9,1029879680
6,6971,4,1,680217290
6,6971,1,1,1580483470
8,6971,1,17,648918620
6,6971,4,17,1075840970
6,6971,1,1,1258530170
6,6971,4,17,1064096780
6,6971,1,1,1580621470
6,6971,1,17,1134807110
6,6971,1,1,1613054880
6,6971,14,17,1216558380
6,6971,4,17,1157288810
6,6971,1,1,1144672510
3,291,1,1,896136350
8,291,1,1,832709060
3,291,12,12,978319110
3,291,12,12,1587181170
12,1547,1,1,1477274110
3,291,16,16,789481190
8,959,1,0,1620418080
3,291,1,1,1632737920
8,1126,2,19,780976840
3,291,12,12,948670050
9,1187,2,1,799296510
9,1187,1,1,548870580
9,1187,2,17,1221098920
9,1187,1,1,891614870
9,1187,1,1,931369030
9,1187,1,1,1582405520
9,1187,2,17,711261290
9,1187,2,1,1221114570
9,1187,2,17,815906970
5,387,14,17,1291389780
5,207,4,17,1278008400
5,11211,18,17,1613470000
5,11211,1,17,703008930
5,11211,11,2,629774400
5,11211,14,17,1153559130
5,11211,1,17,1451234610
5,2125,1,1,1353596270
5,2080,1,1,1536529200
5,2839,19,17,953398190
5,11211,4,4,1339582850
11,1385,1,17,1585213290
11,1385,10,17,1512746520
11,1385,17,1,1586022830
11,1385,16,1,640062830
11,1385,1,1,1648922960
11,1385,4,1,1414156000
11,1385,1,1,573853910
11,1385,12,12,1628785790
11,1385,1,17,903445590
11,1382,12,12,1125722120
6,1385,12,12,1265518380
11,1385,4,1,1598543110
8,2311,12,12,1622856550
8,2665,17,14,1420675730
8,1064,1,17,1649987370
8,2665,1,17,1526168500
8,2665,9,9,1198529450
8,1935,12,12,1426237220
8,2664,17,1,1055633920
8,1938,3,1,910676670
8,2665,2,17,1511213730
8,2666,2,17,1402474960
5,46,19,13,1569573080
8,937,17,17,1098004120
8,11353,1,17,1607731910
8,1078,2,17,1436143440
8,1945,1,1,1337731430
8,1945,4,4,820816240
8,1069,4,17,1159937180
8,6499,16,16,727401310
8,1788,3,13,642695910
5,1832,17,17,1515723500
5,11184,1,17,1648986950
5,11199,19,13,1031800940
5,11196,4,4,1575623610
5,1832,1,17,1593412100
5,11190,17,17,1222909520
5,11184,17,17,1563254420
5,11184,19,1,1649293000
5,11131,4,1,1523277070
5,492,15,17,906862710
5,11182,1,17,1465839630
10,1673,4,4,1319939490
10,1350,17,1,500854750
10,1294,12,12,993600040
10,1289,16,16,1550526320
8,1633,17,17,539371580
10,1294,17,17,1645828270
10,1294,12,12,1048006790
10,1292,17,17,737621800
10,1289,12,12,1344975860
10,1676,14,17,605810570
3,2159,1,17,570729500
3,288,1,17,1326958970
3,302,1,1,1287516150
3,287,1,1,965952680
3,313,4,17,1176369650
3,313,17,17,1627135500
3,308,5,17,1071557470
3,288,1,17,640700700
3,302,4,17,547591830
3,286,2,1,930520490
5,383,1,17,1120292640
5,383,4,1,857199170
5,2132,1,17,801299460
5,383,1,1,1207211430
5,2184,1,17,507917130
5,2132,14,17,1118135710
5,2132,14,17,775970800
5,383,4,1,845419470
5,383,2,17,1470170490
5,2132,1,17,820487690
5,11222,14,17,1060446800
5,2184,14,17,819914660
5,11222,4,17,722043050
5,383,4,1,886619690
3,2335,4,4,535368660
3,2336,17,1,901147820
3,2035,0,1,1601844630
3,2337,13,17,1567432630
3,2335,1,1,955658280
3,2334,9,0,763742050
3,2335,1,1,743023380
3,2335,14,17,773035280
3,4,17,17,747268650
3,2335,4,17,804134020
3,2335,1,17,1626234800
8,2844,12,16,678284610
10,1275,12,12,971150340
10,1271,1,1,781488010
10,1271,4,4,1558581850
8,1912,4,1,625475210
10,1271,14,17,1432167650
10,1304,1,17,1510615350
8,12206,1,1,676651510
8,12204,2,17,780688040
8,1195,4,17,629286480
10,1267,12,12,1505980740
8,1224,4,17,1348570760
8,1267,4,1,1430198910
8,1163,11,17,1606723840
8,1156,12,12,1564039320
8,978,1,17,929151580
8,1224,4,1,1348369250
5,560,1,1,1586254350
5,560,4,17,1378675070
5,11124,14,13,1225866240
5,11124,4,4,666048770
5,560,17,17,636632580
5,560,1,1,973939570
5,560,12,18,687377340
5,11124,1,17,1503990460
9,1220,17,1,552919000
9,1219,2,12,678440170
9,1219,2,1,648610760
9,1221,17,17,701612440
9,1225,16,16,506458720
9,1219,2,17,1000177120
9,1219,17,17,974290790
8,10811,1,1,1433536420
8,10811,1,17,1045498780
8,2815,1,17,1514868710
8,2134,19,13,544652530
13,1624,19,19,768822770
13,1622,14,1,1550787080
8,992,1,17,683906870
13,1622,14,1,1540935680
13,1620,17,17,1506771310
13,1622,14,1,744417990
8,6060,17,17,783730320
8,1627,1,17,1359341940
13,1627,1,1,522598980
13,1627,1,17,779058180
5,2202,14,17,1196184760
5,435,1,17,1377178230
5,1853,16,16,1636343560
5,1754,12,12,1290486200
5,1853,4,13,1326679400
5,1853,2,13,1423638390
5,1853,4,13,1186189860
5,1849,14,14,1503774270
5,1853,1,17,1534137390
5,1839,19,1,1648623970
5,1853,16,16,1639558230
5,1853,0,0,1442646330
5,11241,4,7,1598160010
5,394,17,17,1308927060
5,11241,12,12,740261510
5,11241,1,1,1534199540
5,11241,1,1,1490262680
5,11242,17,1,1275623440
5,11241,0,7,1604282750
5,11241,1,17,1328170570
5,11241,1,17,1489199630
8,11351,1,17,863891760
8,11351,1,1,1397290850
8,11351,1,17,1164837920
8,11351,1,17,1283970810
8,11351,1,17,1374083220
8,11351,1,1,1431889390
8,11351,4,1,1635530110
5,13,1,17,936908070
0,1760,1,1,1576023040
8,1760,4,4,1536656170
0,1760,1,17,1288179110
0,1760,17,17,1555152690
0,1760,5,5,1638328140
10,6229,4,17,1408348960
5,1760,9,17,1305671740
0,13,4,17,620526920
6,6389,2,14,530466860
6,6394,9,17,192945770
6,6394,2,17,904280220
6,6394,4,14,1330931810
6,6394,2,1,1554499120
6,6394,2,1,186696770
6,6394,2,0,1580033030
6,6394,2,17,1050060950
9,1228,1,1,1600349640
9,1228,2,17,1410618740
9,1228,2,17,577025520
9,1228,2,17,683528030
9,1228,16,16,1577161360
9,1228,1,1,1534608510
9,1228,17,17,668117470
9,2115,2,2,1304100230
8,1171,1,17,1125289430
8,1171,1,17,1294106740
8,1171,1,17,1456832730
8,1171,1,1,1015069060
8,1171,1,1,1201591870
13,1171,2,17,522231620
8,1171,1,17,1514402690
8,1171,16,1,1139758710
8,1171,1,17,1327611420
8,1171,1,17,1363291630
8,1171,1,1,1026752120
8,1171,4,4,1075967770
8,1171,1,17,1648552230
8,1171,1,1,1408428330
8,12349,4,4,1500025900
8,1061,1,17,575285430
8,1061,2,17,573617980
8,1061,1,17,1591642010
8,1061,17,17,942890460
8,1061,1,17,1199202340
8,1061,1,1,1382407460
8,1061,6,6,710445900
8,1061,1,17,1156992180
8,1061,1,1,630094220
8,1061,17,17,1542661990
8,1061,4,4,1645904780
8,1061,19,17,1576595880
8,1066,1,17,1430838550
6,6367,16,16,1104222890
6,6232,2,1,1007407810
6,6232,17,1,1442870270
6,6844,5,5,572429790
6,6365,14,1,84043480
6,6664,19,3,1376378090
1,125,17,17,1003417840
1,125,1,16,1255224460
10,125,2,9,1513648180
1,125,4,4,1325633400
1,125,4,17,995137680
1,125,14,17,870695170
1,125,1,17,1195603890
4,125,1,10,1429523110
8,125,17,1,1362492710
1,125,12,17,1311849770
1,125,1,17,1456706530
8,6589,18,17,1572391810
1,2070,1,7,1090035020
8,1978,1,1,1525756390
8,1620,12,12,1485050320
13,355,17,1,661727780
8,2899,17,17,1196382220
8,1069,18,1,1209969580
8,1931,4,17,1413002550
13,2058,1,17,1049722780
13,1624,0,1,1608528420
8,11486,17,17,663158440
0,488,16,6,615458230
13,1614,1,17,1434477360
13,1620,1,1,1193076720
13,89,17,1,661205450
8,6674,2,17,1200785600
8,6102,2,17,1223881890
8,6102,4,1,1499923310
8,6102,2,2,744922930
8,6102,1,1,792796340
9,6103,16,14,1010358610
8,1937,1,17,1382759130
8,1934,4,17,950067440
8,1937,4,17,1236524960
8,1951,14,14,1536137380
8,1937,1,17,880468550
8,1937,17,17,663561130
8,1935,17,1,1474937110
8,1937,17,1,1214075520
8,12227,1,17,1276571470
8,12227,1,17,1312255810
8,12227,1,17,1338857930
8,12227,1,17,1325445410
8,12227,1,17,1321417100
8,12227,1,17,1316004050
8,12227,1,17,1316507900
8,12227,1,17,1593470880
8,12166,0,13,1522684420
8,12212,17,17,981546690
8,12227,17,17,1550509150
8,6358,1,17,1507679640
11,1387,17,17,1232968350
11,1384,1,1,1428611080
11,11286,1,1,1552902640
11,1387,2,17,1197158760
11,11286,9,1,1455299420
11,1384,1,17,1224237450
11,11286,1,1,1466699630
11,11286,1,1,1448462500
11,11286,1,17,1517679130
11,1385,2,17,1544177050
11,1385,4,1,1065253600
11,11286,1,17,1610081710
11,11286,1,17,1562536920
11,1385,2,17,873634030
9,1427,1,1,1544755810
9,1152,10,10,1335223730
9,1227,4,17,1202288460
9,1227,4,4,1176413090
9,1227,2,1,550465620
9,1222,14,17,1154160190
9,2852,1,17,739908310
9,1227,2,17,541358170
9,1227,2,17,712227460
9,6220,4,4,571940110
9,1227,4,17,1303907340
9,1227,4,4,1238237490
6,6298,0,1,1071114270
6,6298,2,17,687821470
6,6298,2,17,640834640
6,6289,0,19,1223878710
6,6298,2,17,687823520
6,6298,2,17,687823740
6,6298,2,17,591152330
9,6289,2,17,679117940
0,19,1,17,1219825740
0,20,2,17,1570074450
0,20,17,17,769608130
0,6786,1,14,1523986980
0,19,1,17,1304179760
0,23,4,17,1399693310
0,19,1,17,1421519930
0,19,1,1,795275880
0,19,1,17,811378020
0,19,16,16,939856960
0,20,17,1,1389069990
0,20,4,17,264387720
8,1954,14,14,985811850
8,1954,9,17,1458107290
8,1954,1,1,897387780
8,1945,14,14,1322641800
8,1954,14,14,666665690
8,1019,17,1,1440828300
8,1085,2,1,1120786760
8,1954,14,14,1416063840
8,1085,17,17,1176456180
8,1954,14,14,995861590
8,1954,17,1,517837610
8,12209,14,1,1328300300
8,6084,19,19,1200661490
14,2821,12,12,1437097630
14,2819,12,12,1478812840
10,1672,1,17,665887240
14,2819,17,17,865919220
14,2819,17,17,1442709030
14,2821,12,12,1426701410
14,1313,17,17,627598520
14,2819,1,17,1303795850
14,2821,12,12,1142387320
14,2855,17,17,1258036720
14,2819,17,17,1442702630
6,6380,1,16,1005777860
8,6801,17,17,950209130
6,6375,1,17,1412747840
6,6373,4,17,582073150
8,892,1,17,1496861830
6,6233,17,17,1322292690
2,6605,17,17,1478030210
6,6375,1,1,756624840
6,6381,17,17,1010650250
6,1777,4,4,1145756180
6,6800,17,17,1642430800
8,6248,1,1,1169423570
6,6375,1,1,183451930
9,1202,16,5,1470094930
9,2146,5,5,1621515400
9,1202,5,5,1078970720
6,6270,4,4,787321500
9,1202,14,11,1198815120
9,1248,16,16,1066365830
9,1248,5,5,738159270
8,1213,1,17,1595310660
9,1202,5,5,1285618120
8,2146,5,5,1429144080
0,227,2,2,567334450
0,227,4,4,1519723670
0,227,1,17,1564219540
14,1641,1,1,1292004570
0,226,1,18,1471394630
8,1186,14,1,1324839140
14,1642,17,17,640666330
0,227,1,1,1652271980
0,227,11,17,1510605660
0,227,17,17,1605885090
5,1641,1,1,556176570
0,227,1,1,1446321480
6,6592,17,1,898184280
6,12394,19,17,1598219950
6,12394,19,1,1484639370
6,6592,1,17,1231867430
6,6844,1,17,1491794440
6,12394,1,17,1314914130
6,6582,1,1,473404160
6,6592,4,17,951739730
6,6582,17,1,1645174910
10,6592,12,12,1619524000
6,12394,1,17,1569193670
6,12394,1,1,1550025390
6,12394,12,12,1335018950
12,1525,2,17,1362664550
12,1525,17,17,1525426060
12,1525,4,17,833493320
12,1470,16,16,1484092950
12,1484,12,12,1292700890
6,2334,1,17,1612360890
3,2334,2,9,781994640
3,2333,9,17,1502889020
3,2333,14,14,1568662090
3,281,1,17,1174750790
3,2336,16,16,1497402290
8,2911,1,1,1172567860
8,12443,17,17,1337483770
8,12396,9,17,791055540
8,2182,14,17,1654697310
8,2107,4,4,1563945500
8,2183,17,17,1182997880
5,46,19,13,1509627460
6,6676,2,17,740104320
6,9327,4,17,1204620520
8,9326,10,17,1445087300
6,9326,1,1,1402388730
6,9326,1,1,1230091040
8,973,17,17,1522398130
8,977,17,17,1453013020
8,12371,4,17,1460377090
8,1000,17,17,1505038600
8,999,1,17,1530767610
8,973,1,17,1548483850
8,968,12,12,1478620180
8,1953,1,17,923489600
8,977,1,1,817906550
8,12468,1,17,1258900610
8,1122,1,1,1601222120
8,978,1,1,770245080
8,12463,2,17,785813800
8,12464,17,17,884618860
8,6605,2,17,1040909800
8,12464,1,1,851733960
8,1864,5,17,908852970
8,1042,1,1,1277230950
8,1081,17,17,982524540
8,96,12,17,1620105480
8,1019,17,17,177659670
8,1082,1,1,935940830
8,1881,17,17,1385497930
8,1081,17,17,695345770
8,1881,1,17,584699070
8,1945,1,7,653974970
8,12464,1,17,1332631730
8,12464,1,1,1152471390
8,925,17,17,575429220
6,6255,1,17,1650621990
6,6255,2,17,1202766660
6,6255,17,17,699912580
6,6255,2,17,1202768750
6,6255,1,1,1459613420
6,125,14,17,1649754600
7,12191,1,1,1578639000
7,890,1,17,740868750
8,851,1,17,1043679940
7,890,17,17,683466720
7,890,2,17,709957000
7,1900,1,17,1010768190
7,12191,1,17,1573412470
7,12191,17,17,748939190
7,1900,4,17,857062410
11,1424,19,13,997836310
8,1158,17,3,1591623480
8,129,0,17,1277865250
8,6103,17,1,1345342260
1,106,0,1,1555320340
1,101,2,17,1494067940
8,2179,9,1,1303300680
8,1110,9,17,1646188820
1,129,1,1,1252312920
1,1020,1,17,1601325030
1,114,1,18,893080610
8,128,4,4,1269928450
8,2869,12,17,1316524110
8,2867,1,17,1428003270
8,128,17,1,1278340420
8,2301,17,17,1401057210
8,2861,1,17,1541286690
8,1361,1,17,1211045740
8,2862,2,13,1631805700
8,2642,1,17,574402480
8,2861,1,17,1148857400
8,1049,17,1,1123295440
8,6434,19,13,1520360220
8,1077,2,17,1225291490
8,2159,1,1,1537495700
8,2296,1,1,1110605340
8,11486,1,17,1113829840
12,1811,2,17,1007398620
5,467,14,17,1487505300
12,1810,17,17,1504150880
9,1450,1,3,1603305740
12,1810,1,17,716236070
12,1810,12,12,1037708110
12,1810,4,4,95298560
12,1810,4,1,1295728570
12,1810,1,17,682235150
12,1810,12,12,1402215290
12,1810,2,17,1587974200
12,1522,4,17,1461759410
12,1810,4,1,1180636730
12,1810,12,12,1217159680
5,2187,12,17,1286823680
5,2200,2,17,1090876920
5,2187,1,1,1370193320
5,11137,12,1,1063497440
5,2187,12,12,1350882380
5,2187,1,13,503454340
5,2187,4,1,1559004880
5,1849,15,17,606650060
5,2187,4,10,1330531310
5,1854,2,2,1330607710
5,2188,4,4,1406997920
5,2127,1,1,780046260
5,415,4,4,1058192290
5,11137,12,1,998521360
5,2187,1,1,1201989760
13,1559,2,17,1601439320
13,1559,4,17,1149416190
13,1581,16,17,774253070
10,12471,12,19,1513893290
10,1559,1,17,1290070890
13,1631,1,1,1506389780
13,1559,16,16,1591525580
10,1350,16,16,1348526780
13,1559,16,16,1648689490
8,2057,9,17,1308501680
8,2353,4,17,1479960280
8,1079,4,4,839127370
8,1079,1,1,872971010
8,2927,2,1,826916240
8,1079,1,17,1314587210
8,1079,4,1,1158730960
8,1079,1,6,1415010750
8,1050,6,6,1458590540
8,1079,1,1,989747840
8,1079,6,6,666377080
8,979,18,1,1386804020
8,1079,1,1,875410500
8,1079,3,3,670081970
14,1664,2,17,697050930
8,1664,17,17,1307314470
14,11259,1,4,1052720530
8,1664,1,1,469685640
10,1313,19,17,506170410
8,1333,17,1,1052719380
8,1664,2,17,861023210
10,1333,11,17,1093824450
14,1634,14,1,151181040
2,187,17,1,969510260
2,187,19,19,1001396750
5,11259,14,1,1210686290
2,2085,4,4,579521480
2,187,1,17,611310200
2,187,1,17,1131142140
2,187,17,17,1284249870
8,187,2,17,1333732090
2,187,1,17,931292150
2,187,2,10,1349506440
2,187,17,17,755743440
8,187,1,17,617266370
12,1450,4,4,1593155630
12,1495,12,12,1553282620
12,1521,3,3,1308738090
12,1495,1,1,1278977870
12,1541,2,1,1264306690
12,1495,12,12,1011102560
12,1495,12,17,1082152340
12,1495,1,17,1369201060
12,1495,1,1,1249857640
12,6617,9,14,643497190
12,1495,4,4,1558289250
14,6116,5,13,1496173760
14,2821,16,16,1649702040
14,6116,5,17,519370700
14,6116,1,1,1194519590
14,6116,4,17,992130580
14,2828,12,12,902174720
8,1785,4,5,262409390
14,6116,3,1,488113360
14,6116,1,13,1039558520
14,6116,1,17,278795230
14,6116,1,1,1154650810
14,6116,1,17,754508150
14,6116,17,17,1251033020
14,1640,2,2,743560020
14,1640,2,2,768896680
14,1640,2,2,988425410
14,1640,2,2,1219438050
14,1640,2,2,1243571250
14,1640,2,2,1556479560
8,1920,17,17,883978250
8,1018,4,4,1323221790
8,1074,16,16,1271181720
8,1018,4,17,1152283790
8,1920,2,17,1571564550
8,12448,1,17,1629138710
8,6279,12,17,1234506700
6,6279,1,1,1611915390
8,6279,1,17,1105661920
6,6279,12,17,556938960
8,6279,1,19,1533826950
6,6279,6,17,862857760
8,328,5,5,1552605730
6,6279,12,12,1338245490
6,6279,1,1,1319879880
6,6279,2,17,927730130
6,6279,4,4,720435430
6,6279,19,1,870218100
8,1008,1,1,1648139820
8,1008,1,1,1252303920
8,1008,17,1,1076346770
8,1008,4,4,1179479930
8,1008,1,17,704040370
8,1008,4,17,1196992710
8,1008,1,1,1511217440
8,1008,1,13,894534980
8,1008,1,1,1210926300
8,1008,12,19,1516788220
8,1308,17,17,1048868190
10,1308,12,12,1176944060
10,1308,12,12,842244480
10,6837,19,13,1522049390
6,1308,4,17,764467200
10,1308,12,12,1097888520
10,1308,12,12,1077432710
10,6837,19,18,1522039440
0,11334,1,1,1315973210
0,2154,14,17,1413113190
5,11334,1,13,1420997640
0,11334,4,17,1299437630
0,11334,4,17,1291093090
0,11334,1,17,1433253770
8,11334,1,17,1282082220
0,11334,17,1,1076268030
8,2357,4,4,957571110
0,11334,4,1,1071603950
8,11334,19,17,1396738870
0,11334,14,17,1021431980
0,11334,4,1,1315810720
0,11334,1,19,989238650
0,11334,4,17,1071616490
0,11334,1,1,1286842030
0,11334,19,17,1468412020
0,11334,4,1,1071623250
5,547,4,1,1645956760
5,6089,1,17,577396240
5,6089,17,1,1616352790
5,6089,1,14,1338237630
5,6089,17,2,758668400
5,6091,19,17,1249106120
5,6089,1,17,1344597370
5,547,1,1,793258040
8,6675,4,4,1345634380
8,2280,4,1,1482109900
6,6657,1,17,638321550
6,6675,4,4,1072068280
6,6675,1,17,1204031410
8,6675,2,17,1326383720
8,6675,17,1,1138009010
6,6102,11,16,1423906060
6,1101,5,5,511333020
6,6402,9,9,1527297860
6,6236,12,12,1632411560
6,6236,12,12,883763310
6,6236,12,12,1636511450
6,326,1,17,1271755100
6,6236,12,12,1621621250
6,6236,12,12,1647397620
6,6236,12,12,1569734590
6,6236,12,12,805521200
7,869,2,17,1332353400
7,869,1,4,202480210
7,869,17,17,559342880
8,1141,17,17,1646183350
8,1141,17,17,1554430830
8,1141,17,17,1645541270
8,1141,17,1,1558879480
8,1141,1,17,985730020
5,12215,17,1,1226865390
8,1141,11,19,1616931920
8,1141,2,17,1180309540
8,1777,1,17,1205934560
2,1778,1,1,1595288010
2,142,14,17,1582494910
2,1778,17,17,1522589420
2,1777,16,17,1587114590
2,1777,2,2,954118970
2,1777,17,17,694077480
2,1777,4,4,539388300
2,1777,1,1,1280995100
2,1777,17,17,1266619310
4,355,16,17,893328050
4,355,16,16,1016342270
4,355,16,16,1472023170
4,355,17,17,760297390
8,887,1,17,912135500
7,373,10,1,1587596890
4,355,16,16,1621947520
0,355,16,16,1386796510
8,355,1,1,1031219160
8,355,2,17,1370074500
4,2012,9,17,1535142730
4,355,16,16,1462292100
0,6445,2,1,623041480
4,355,1,17,999321060
5,11224,2,1,1162212050
5,11224,12,12,1534726650
5,11224,4,4,1549156970
5,11224,1,1,1045250700
5,11224,2,17,1150477630
5,11224,4,4,1540007460
5,11224,1,1,675054550
5,510,12,12,1472043240
8,1095,1,17,127139050
8,1095,1,17,921888340
8,1095,2,17,1399020690
8,1095,1,17,1148194070
8,1095,17,17,795490090
8,1095,1,1,697665700
8,1095,1,17,770007770
8,1095,1,17,1385138380
8,883,18,17,83118810
8,1095,14,17,1062862930
5,519,1,1,624223710
5,525,17,1,1406063920
5,547,2,1,983852540
5,503,1,17,1027070130
5,525,4,4,1041507950
5,525,17,17,627232990
5,525,4,1,1630526520
5,509,12,12,813128520
5,525,17,17,850010420
5,525,17,1,1618692100
6,9329,1,17,757250190
6,9329,14,17,763181150
6,9329,9,17,1023828120
8,9329,2,17,1298748520
6,9329,10,10,497609660
6,9329,1,1,1186764850
6,9329,17,17,953247900
6,9329,17,17,761714040
6,9329,17,1,952110750
6,9329,12,1,665665140
8,9329,9,17,1285029230
8,9329,1,17,1275426690
14,1781,4,4,1228191430
5,52,16,14,883143310
14,1781,1,17,927618210
9,1781,4,4,1329009780
14,1781,14,1,1430675710
14,1683,4,4,646956620
5,52,1,1,1147323160
14,1781,9,9,530285360
1,1867,2,14,1620258030
8,1867,2,18,1456346160
8,1867,17,17,735073050
1,1867,1,1,1384238450
8,1867,2,1,1475963110
8,1867,1,17,1296345470
8,1867,2,17,1620245040
8,1668,9,9,1387953510
8,11266,17,1,1520606640
8,1867,1,1,999665910
4,11266,1,10,1536805390
8,1867,14,17,1619195750
4,356,17,17,1229042350
10,1320,16,16,928264000
8,1905,1,1,1102419460
10,1320,1,1,1082414690
7,1901,4,4,593640880
7,1320,1,1,1219002380
10,1102,17,17,1212107230
10,12428,14,5,1108911960
7,1901,17,17,1024771070
8,1326,4,4,1151330730
8,985,4,4,1055305080
8,1143,4,4,1249732840
10,1320,1,1,1163919040
4,356,17,17,1142986160
13,2379,4,17,1166385410
13,2379,4,17,1226965740
13,2379,4,17,1283080900
13,2379,4,17,1344244830
13,2379,4,17,1367747220
13,2379,4,17,1226332950
13,2379,4,17,1352899170
13,1575,4,17,1575300060
8,1939,17,1,686742280
8,2666,17,1,507336320
8,2664,17,1,1492323930
8,2666,2,17,961887830
8,1939,17,1,1497301090
8,1939,1,17,544829710
8,2665,4,4,1235398930
8,1066,2,17,1256803910
8,1067,1,1,1272189300
8,2665,9,9,732369890
8,2666,1,17,524851750
8,2666,0,1,1540250940
8,2666,12,16,1655270720
8,11352,1,1,971485000
8,11352,1,1,971488180
8,11352,1,16,767952540
8,11352,1,1,1627730040
8,11352,4,17,1447162650
8,11352,17,17,1654003460
6,7035,2,7,946744860
6,7066,19,17,547752120
6,7035,17,17,852559670
6,7035,2,17,1131189970
6,7035,1,1,1513660770
6,11316,4,1,854472590
6,7066,2,17,477650080
6,7066,2,17,1562773630
6,6864,1,17,1320622180
6,7035,1,1,947326670
6,7035,4,17,1112972090
6,7035,1,1,1107486870
10,12428,17,17,1588346270
10,12428,16,16,1332821850
10,12426,1,17,1596539840
10,12428,17,17,1565478790
10,12476,14,17,1593387450
10,12426,14,17,1622465170
10,12428,14,17,1559120870
8,12428,14,17,1315125040
8,981,1,17,1522661850
8,981,17,17,1632902140
8,981,17,17,1470780880
8,981,17,17,1533708990
8,981,17,17,1579194920
8,981,1,17,1496254360
8,981,17,17,1556725710
5,35,1,17,775261250
0,37,14,17,1603854930
0,35,5,5,1427840410
0,2531,19,13,1127285290
0,35,19,19,1042173740
0,35,4,4,1311885080
0,35,10,1,1464594460
0,1962,1,4,1230177800
0,1768,17,1,603019520
8,313,13,11,1540164890
3,11256,1,1,1507589070
3,313,13,13,1548540680
3,313,5,17,222891130
3,296,4,13,1037706470
3,313,12,12,1159624250
3,313,2,1,1332292890
3,313,19,17,1077916630
3,313,4,17,1448284330
3,313,2,9,893539260
8,313,2,17,1178732360
8,317,19,19,897218910
8,2206,2,1,1105283790
6,6592,12,12,242572070
